problem_id,pop8_l0_plus_l0b_correct_of_16,ncand,cache_miss,pass16_by_id,match
cf-00869,6,16,0,6,True
cf-00870,14,16,0,14,True
cf-00871,13,16,0,13,True
cf-00872,16,16,0,16,True
cf-00873,15,16,0,15,True
cf-00874,12,16,0,12,True
cf-00875,6,16,0,6,True
cf-00876,16,16,0,16,True
cf-00877,4,16,0,4,True
cf-00878,13,16,0,13,True
cf-00879,16,16,0,16,True
cf-00880,0,16,0,0,True
cf-00881,11,16,0,11,True
cf-00882,16,16,0,16,True
cf-00883,12,16,0,12,True
cf-00884,0,16,0,0,True
cf-00885,0,16,0,0,True
cf-00886,12,16,0,12,True
cf-00887,16,16,0,16,True
cf-00888,14,16,0,14,True
cf-00889,5,16,0,5,True
cf-00890,0,16,0,0,True
cf-00891,0,16,0,0,True
cf-00892,16,16,0,16,True
cf-00893,1,16,0,1,True
cf-00894,16,16,0,16,True
cf-00895,15,16,0,15,True
cf-00896,16,16,0,16,True
cf-00897,16,16,0,16,True
cf-00898,0,16,0,0,True
cf-00899,4,16,0,4,True
cf-00900,0,16,0,0,True
cf-00901,14,16,0,14,True
cf-00902,9,16,0,9,True
cf-00903,7,16,0,7,True
cf-00904,0,16,0,0,True
cf-00905,13,16,0,13,True
cf-00906,10,16,0,10,True
cf-00907,16,16,0,16,True
cf-00908,15,16,0,15,True
cf-00909,16,16,0,16,True
cf-00910,14,16,0,14,True
cf-00911,16,16,0,16,True
cf-00912,15,16,0,15,True
cf-00913,15,16,0,15,True
cf-00914,0,16,0,0,True
cf-00915,16,16,0,16,True
cf-00916,0,16,0,0,True
cf-00917,14,16,0,14,True
cf-00918,16,16,0,16,True
cf-00919,0,16,0,0,True
cf-00920,16,16,0,16,True
cf-00921,15,16,0,15,True
cf-00922,5,16,0,5,True
cf-00923,0,16,0,0,True
cf-00924,3,16,0,3,True
cf-00925,16,16,0,16,True
cf-00926,16,16,0,16,True
cf-00927,4,16,0,4,True
cf-00928,14,16,0,14,True
cf-00929,16,16,0,16,True
cf-00930,4,16,0,4,True
cf-00931,15,16,0,15,True
cf-00932,14,16,0,14,True
cf-00933,0,16,0,0,True
cf-00934,12,16,0,12,True
cf-00935,14,16,0,14,True
cf-00936,0,16,0,0,True
cf-00937,15,16,0,15,True
cf-00938,1,16,0,1,True
cf-00939,3,16,0,3,True
cf-00940,8,16,0,8,True
cf-00941,0,16,0,0,True
cf-00942,15,16,0,15,True
cf-00943,7,16,0,7,True
cf-00944,6,16,0,6,True
cf-00945,16,16,0,16,True
cf-00946,5,16,0,5,True
cf-00947,0,16,0,0,True
cf-00948,16,16,0,16,True
cf-00949,14,16,0,14,True
cf-00950,15,16,0,15,True
cf-00951,3,16,0,3,True
cf-00952,0,16,0,0,True
cf-00953,6,16,0,6,True
cf-00954,1,16,0,1,True
cf-00955,16,16,0,16,True
cf-00956,0,16,0,0,True
cf-00957,14,16,0,14,True
cf-00958,0,16,0,0,True
cf-00959,16,16,0,16,True
cf-00960,16,16,0,16,True
cf-00961,15,16,0,15,True
cf-00962,5,16,0,5,True
cf-00963,16,16,0,16,True
cf-00964,14,16,0,14,True
cf-00965,16,16,0,16,True
cf-00966,16,16,0,16,True
cf-00967,16,16,0,16,True
cf-00968,0,16,0,0,True
cf-00969,9,16,0,9,True
cf-00970,15,16,0,15,True
cf-00971,16,16,0,16,True
cf-00972,16,16,0,16,True
cf-00973,16,16,0,16,True
cf-00974,2,16,0,2,True
cf-00975,13,16,0,13,True
cf-00976,16,16,0,16,True
cf-00977,16,16,0,16,True
cf-00978,2,16,0,2,True
cf-00979,16,16,0,16,True
cf-00980,0,16,0,0,True
cf-00981,16,16,0,16,True
cf-00982,3,16,0,3,True
cf-00983,16,16,0,16,True
cf-00984,0,16,0,0,True
cf-00985,0,16,0,0,True
cf-00986,6,16,0,6,True
cf-00987,16,16,0,16,True
cf-00988,13,16,0,13,True
cf-00989,0,16,0,0,True
cf-00990,1,16,0,1,True
cf-00991,12,16,0,12,True
cf-00992,16,16,0,16,True
cf-00993,11,16,0,11,True
cf-00994,15,16,0,15,True
cf-00995,16,16,0,16,True
cf-00996,16,16,0,16,True
cf-00997,11,16,0,11,True
cf-00998,14,16,0,14,True
cf-00999,14,16,0,14,True
cf-01000,10,16,0,10,True
cf-01001,13,16,0,13,True
cf-01002,16,16,0,16,True
cf-01003,16,16,0,16,True
cf-01004,14,16,0,14,True
cf-01005,15,16,0,15,True
cf-01006,16,16,0,16,True
cf-01007,16,16,0,16,True
cf-01008,15,16,0,15,True
cf-01009,13,16,0,13,True
cf-01010,0,16,0,0,True
cf-01011,16,16,0,16,True
cf-01012,14,16,0,14,True
cf-01013,10,16,0,10,True
cf-01014,13,16,0,13,True
cf-01015,5,16,0,5,True
cf-01016,15,16,0,15,True
cf-01017,5,16,0,5,True
cf-01018,13,16,0,13,True
cf-01019,16,16,0,16,True
cf-01020,16,16,0,16,True
cf-01021,10,16,0,10,True
cf-01022,10,16,0,10,True
cf-01023,16,16,0,16,True
cf-01024,16,16,0,16,True
cf-01025,0,16,0,0,True
cf-01026,0,16,0,0,True
cf-01027,11,16,0,11,True
cf-01028,14,16,0,14,True
cf-01029,0,16,0,0,True
cf-01030,8,16,0,8,True
cf-01031,15,16,0,15,True
cf-01032,5,16,0,5,True
cf-01033,6,16,0,6,True
cf-01034,0,16,0,0,True
cf-01035,8,16,0,8,True
cf-01036,11,16,0,11,True
cf-01037,16,16,0,16,True
cf-01038,15,16,0,15,True
cf-01039,8,16,0,8,True
cf-01040,13,16,0,13,True
cf-01041,9,16,0,9,True
cf-01042,16,16,0,16,True
cf-01043,16,16,0,16,True
cf-01044,15,16,0,15,True
cf-01045,16,16,0,16,True
cf-01046,16,16,0,16,True
cf-01047,14,16,0,14,True
cf-01048,2,16,0,2,True
cf-01049,10,16,0,10,True
cf-01050,16,16,0,16,True
cf-01051,16,16,0,16,True
cf-01052,2,16,0,2,True
cf-01053,16,16,0,16,True
cf-01054,16,16,0,16,True
cf-01055,5,16,0,5,True
cf-01056,16,16,0,16,True
cf-01057,15,16,0,15,True
cf-01058,16,16,0,16,True
cf-01059,15,16,0,15,True
cf-01060,16,16,0,16,True
cf-01061,0,16,0,0,True
cf-01062,16,16,0,16,True
cf-01063,16,16,0,16,True
cf-01064,0,16,0,0,True
cf-01065,15,16,0,15,True
cf-01066,0,16,0,0,True
cf-01067,16,16,0,16,True
cf-01068,16,16,0,16,True
cf-01069,5,16,0,5,True
cf-01070,3,16,0,3,True
cf-01071,15,16,0,15,True
cf-01072,16,16,0,16,True
cf-01073,14,16,0,14,True
cf-01074,9,16,0,9,True
cf-01075,12,16,0,12,True
cf-01076,16,16,0,16,True
cf-01077,9,16,0,9,True
cf-01078,15,16,0,15,True
cf-01079,15,16,0,15,True
cf-01080,16,16,0,16,True
cf-01081,16,16,0,16,True
cf-01082,0,16,0,0,True
cf-01083,16,16,0,16,True
cf-01084,7,16,0,7,True
cf-01085,14,16,0,14,True
cf-01086,16,16,0,16,True
cf-01087,16,16,0,16,True
cf-01088,15,16,0,15,True
cf-01089,11,16,0,11,True
cf-01090,12,16,0,12,True
cf-01091,4,16,0,4,True
cf-01092,15,16,0,15,True
cf-01093,0,16,0,0,True
cf-01094,11,16,0,11,True
cf-01095,16,16,0,16,True
cf-01096,16,16,0,16,True
cf-01097,16,16,0,16,True
cf-01098,12,16,0,12,True
cf-01099,14,16,0,14,True
cf-01100,16,16,0,16,True
cf-01101,0,16,0,0,True
cf-01102,0,16,0,0,True
cf-01103,16,16,0,16,True
cf-01104,15,16,0,15,True
cf-01105,16,16,0,16,True
cf-01106,0,16,0,0,True
cf-01107,16,16,0,16,True
cf-01108,6,16,0,6,True
cf-01109,9,16,0,9,True
cf-01110,16,16,0,16,True
cf-01111,16,16,0,16,True
cf-01112,0,16,0,0,True
cf-01113,16,16,0,16,True
cf-01114,16,16,0,16,True
cf-01115,12,16,0,12,True
cf-01116,15,16,0,15,True
cf-01117,16,16,0,16,True
cf-01118,2,16,0,2,True
cf-01119,16,16,0,16,True
cf-01120,16,16,0,16,True
cf-01121,16,16,0,16,True
cf-01122,9,16,0,9,True
cf-01123,16,16,0,16,True
cf-01124,15,16,0,15,True
cf-01125,0,16,0,0,True
cf-01126,16,16,0,16,True
cf-01127,0,16,0,0,True
cf-01128,9,16,0,9,True
cf-01129,9,16,0,9,True
cf-01130,0,16,0,0,True
cf-01131,15,16,0,15,True
cf-01132,3,16,0,3,True
cf-01133,16,16,0,16,True
cf-01134,0,16,0,0,True
cf-01135,16,16,0,16,True
cf-01136,6,16,0,6,True
cf-01137,8,16,0,8,True
cf-01138,9,16,0,9,True
cf-01139,3,16,0,3,True
cf-01140,7,16,0,7,True
cf-01141,6,16,0,6,True
cf-01142,7,16,0,7,True
cf-01143,16,16,0,16,True
cf-01144,16,16,0,16,True
cf-01145,2,16,0,2,True
cf-01146,16,16,0,16,True
cf-01147,16,16,0,16,True
cf-01148,16,16,0,16,True
cf-01149,15,16,0,15,True
cf-01150,1,16,0,1,True
cf-01151,14,16,0,14,True
cf-01152,16,16,0,16,True
cf-01153,13,16,0,13,True
cf-01154,1,16,0,1,True
cf-01155,16,16,0,16,True
cf-01156,16,16,0,16,True
cf-01157,16,16,0,16,True
cf-01158,15,16,0,15,True
cf-01159,16,16,0,16,True
cf-01160,6,16,0,6,True
cf-01161,15,16,0,15,True
cf-01162,7,16,0,7,True
cf-01163,16,16,0,16,True
cf-01164,8,16,0,8,True
cf-01165,4,16,0,4,True
cf-01166,0,16,0,0,True
cf-01167,6,16,0,6,True
cf-01168,0,16,0,0,True
cf-01169,16,16,0,16,True
cf-01170,15,16,0,15,True
cf-01171,0,16,0,0,True
cf-01172,16,16,0,16,True
cf-01173,2,16,0,2,True
cf-01174,14,16,0,14,True
cf-01175,13,16,0,13,True
cf-01176,16,16,0,16,True
cf-01177,16,16,0,16,True
cf-01178,8,16,0,8,True
cf-01179,15,16,0,15,True
cf-01180,10,16,0,10,True
cf-01181,5,16,0,5,True
cf-01182,0,16,0,0,True
cf-01183,15,16,0,15,True
cf-01184,8,16,0,8,True
cf-01185,16,16,0,16,True
cf-01186,2,16,0,2,True
cf-01187,5,16,0,5,True
cf-01188,16,16,0,16,True
cf-01189,14,16,0,14,True
cf-01190,16,16,0,16,True
cf-01191,15,16,0,15,True
cf-01192,10,16,0,10,True
cf-01193,0,16,0,0,True
cf-01194,16,16,0,16,True
cf-01195,12,16,0,12,True
cf-01196,0,16,0,0,True
cf-01197,4,16,0,4,True
cf-01198,2,16,0,2,True
cf-01199,14,16,0,14,True
cf-01200,0,16,0,0,True
cf-01201,0,16,0,0,True
cf-01202,16,16,0,16,True
cf-01203,6,16,0,6,True
cf-01204,9,16,0,9,True
cf-01205,8,16,0,8,True
cf-01206,16,16,0,16,True
cf-01207,12,16,0,12,True
cf-01208,11,16,0,11,True
cf-01209,0,16,0,0,True
cf-01210,16,16,0,16,True
cf-01211,12,16,0,12,True
cf-01212,16,16,0,16,True
cf-01213,8,16,0,8,True
cf-01214,0,16,0,0,True
cf-01215,16,16,0,16,True
cf-01216,16,16,0,16,True
cf-01217,14,16,0,14,True
cf-01218,3,16,0,3,True
cf-01219,16,16,0,16,True
cf-01220,15,16,0,15,True
cf-01221,16,16,0,16,True
cf-01222,0,16,0,0,True
cf-01223,0,16,0,0,True
cf-01224,11,16,0,11,True
cf-01225,16,16,0,16,True
cf-01226,10,16,0,10,True
cf-01227,1,16,0,1,True
cf-01228,0,16,0,0,True
cf-01229,14,16,0,14,True
cf-01230,0,16,0,0,True
cf-01231,8,16,0,8,True
cf-01232,15,16,0,15,True
cf-01233,13,16,0,13,True
cf-01234,15,16,0,15,True
cf-01235,0,16,0,0,True
cf-01236,16,16,0,16,True
cf-01237,0,16,0,0,True
cf-01238,2,16,0,2,True
cf-01239,0,16,0,0,True
cf-01240,12,16,0,12,True
cf-01241,16,16,0,16,True
cf-01242,16,16,0,16,True
cf-01243,2,16,0,2,True
cf-01244,1,16,0,1,True
cf-01245,14,16,0,14,True
cf-01246,16,16,0,16,True
cf-01247,9,16,0,9,True
cf-01248,14,16,0,14,True
cf-01249,9,16,0,9,True
cf-01250,16,16,0,16,True
cf-01251,7,16,0,7,True
cf-01252,16,16,0,16,True
cf-01253,9,16,0,9,True
cf-01254,12,16,0,12,True
cf-01255,11,16,0,11,True
cf-01256,15,16,0,15,True
cf-01257,6,16,0,6,True
cf-01258,16,16,0,16,True
cf-01259,10,16,0,10,True
cf-01260,0,16,0,0,True
cf-01261,16,16,0,16,True
cf-01262,15,16,0,15,True
cf-01263,10,16,0,10,True
cf-01264,16,16,0,16,True
cf-01265,12,16,0,12,True
cf-01266,9,16,0,9,True
cf-01267,0,16,0,0,True
cf-01268,16,16,0,16,True
cf-01269,9,16,0,9,True
cf-01270,12,16,0,12,True
cf-01271,0,16,0,0,True
cf-01272,16,16,0,16,True
cf-01273,9,16,0,9,True
cf-01274,15,16,0,15,True
cf-01275,15,16,0,15,True
cf-01276,3,16,0,3,True
cf-01277,9,16,0,9,True
cf-01278,2,16,0,2,True
cf-01279,2,16,0,2,True
cf-01280,11,16,0,11,True
cf-01281,6,16,0,6,True
cf-01282,16,16,0,16,True
cf-01283,14,16,0,14,True
cf-01284,16,16,0,16,True
cf-01285,6,16,0,6,True
cf-01286,9,16,0,9,True
cf-01287,3,16,0,3,True
cf-01288,10,16,0,10,True
cf-01289,10,16,0,10,True
cf-01290,1,16,0,1,True
cf-01291,16,16,0,16,True
cf-01292,0,16,0,0,True
cf-01293,13,16,0,13,True
cf-01294,11,16,0,11,True
cf-01295,16,16,0,16,True
cf-01296,13,16,0,13,True
cf-01297,16,16,0,16,True
cf-01298,16,16,0,16,True
cf-01299,15,16,0,15,True
cf-01300,5,16,0,5,True
cf-01301,2,16,0,2,True
cf-01302,0,16,0,0,True
cf-01303,16,16,0,16,True
cf-01304,0,16,0,0,True
cf-01305,16,16,0,16,True
cf-01306,10,16,0,10,True
cf-01307,16,16,0,16,True
cf-01308,16,16,0,16,True
cf-01309,15,16,0,15,True
cf-01310,16,16,0,16,True
cf-01311,0,16,0,0,True
cf-01312,16,16,0,16,True
cf-01313,4,16,0,4,True
cf-01314,2,16,0,2,True
cf-01315,16,16,0,16,True
cf-01316,16,16,0,16,True
cf-01317,8,16,0,8,True
cf-01318,12,16,0,12,True
cf-01319,2,16,0,2,True
cf-01320,0,16,0,0,True
cf-01321,16,16,0,16,True
cf-01322,10,16,0,10,True
cf-01323,16,16,0,16,True
cf-01324,1,16,0,1,True
cf-01325,16,16,0,16,True
cf-01326,16,16,0,16,True
cf-01327,8,16,0,8,True
cf-01328,1,16,0,1,True
cf-01329,2,16,0,2,True
cf-01330,7,16,0,7,True
cf-01331,15,16,0,15,True
cf-01332,8,16,0,8,True
cf-01333,0,16,0,0,True
cf-01334,16,16,0,16,True
cf-01335,16,16,0,16,True
cf-01336,16,16,0,16,True
cf-01337,16,16,0,16,True
cf-01338,16,16,0,16,True
cf-01339,0,16,0,0,True
cf-01340,16,16,0,16,True
cf-01341,10,16,0,10,True
cf-01342,1,16,0,1,True
cf-01343,16,16,0,16,True
cf-01344,0,16,0,0,True
cf-01345,12,16,0,12,True
cf-01346,2,16,0,2,True
cf-01347,8,16,0,8,True
cf-01348,16,16,0,16,True
cf-01349,5,16,0,5,True
cf-01350,16,16,0,16,True
cf-01351,4,16,0,4,True
cf-01352,6,16,0,6,True
cf-01353,14,16,0,14,True
cf-01354,16,16,0,16,True
cf-01355,0,16,0,0,True
cf-01356,16,16,0,16,True
cf-01357,16,16,0,16,True
cf-01358,8,16,0,8,True
cf-01359,15,16,0,15,True
cf-01360,1,16,0,1,True
cf-01361,2,16,0,2,True
cf-01362,16,16,0,16,True
cf-01363,12,16,0,12,True
cf-01364,16,16,0,16,True
cf-01365,14,16,0,14,True
cf-01366,0,16,0,0,True
cf-01367,16,16,0,16,True
cf-01368,0,16,0,0,True
cf-01369,16,16,0,16,True
cf-01370,15,16,0,15,True
cf-01371,16,16,0,16,True
cf-01372,5,16,0,5,True
cf-01373,0,16,0,0,True
cf-01374,15,16,0,15,True
cf-01375,16,16,0,16,True
cf-01376,0,16,0,0,True
cf-01377,3,16,0,3,True
cf-01378,15,16,0,15,True
cf-01379,14,16,0,14,True
cf-01380,0,16,0,0,True
cf-01381,16,16,0,16,True
cf-01382,13,16,0,13,True
cf-01383,16,16,0,16,True
cf-01384,2,16,0,2,True
cf-01385,16,16,0,16,True
cf-01386,16,16,0,16,True
cf-01387,15,16,0,15,True
cf-01388,16,16,0,16,True
cf-01389,0,16,0,0,True
cf-01390,16,16,0,16,True
cf-01391,16,16,0,16,True
cf-01392,0,16,0,0,True
cf-01393,15,16,0,15,True
cf-01394,7,16,0,7,True
cf-01395,16,16,0,16,True
cf-01396,6,16,0,6,True
cf-01397,0,16,0,0,True
cf-01398,15,16,0,15,True
cf-01399,10,16,0,10,True
cf-01400,16,16,0,16,True
cf-01401,16,16,0,16,True
cf-01402,3,16,0,3,True
cf-01403,3,16,0,3,True
cf-01404,16,16,0,16,True
cf-01405,6,16,0,6,True
cf-01406,0,16,0,0,True
cf-01407,1,16,0,1,True
cf-01408,10,16,0,10,True
cf-01409,16,16,0,16,True
cf-01410,16,16,0,16,True
cf-01411,3,16,0,3,True
cf-01412,4,16,0,4,True
cf-01413,12,16,0,12,True
cf-01414,5,16,0,5,True
cf-01415,0,16,0,0,True
cf-01416,1,16,0,1,True
cf-01417,16,16,0,16,True
cf-01418,16,16,0,16,True
cf-01419,2,16,0,2,True
cf-01420,14,16,0,14,True
cf-01421,16,16,0,16,True
cf-01422,15,16,0,15,True
cf-01423,15,16,0,15,True
cf-01424,0,16,0,0,True
cf-01425,13,16,0,13,True
cf-01426,16,16,0,16,True
cf-01427,0,16,0,0,True
cf-01428,0,16,0,0,True
cf-01429,10,16,0,10,True
cf-01430,0,16,0,0,True
cf-01431,5,16,0,5,True
cf-01432,0,16,0,0,True
cf-01433,3,16,0,3,True
cf-01434,10,16,0,10,True
cf-01435,13,16,0,13,True
cf-01436,5,16,0,5,True
cf-01437,16,16,0,16,True
cf-01438,16,16,0,16,True
cf-01439,15,16,0,15,True
cf-01440,4,16,0,4,True
cf-01441,12,16,0,12,True
cf-01442,16,16,0,16,True
cf-01443,15,16,0,15,True
cf-01444,16,16,0,16,True
cf-01445,0,16,0,0,True
cf-01446,4,16,0,4,True
cf-01447,12,16,0,12,True
cf-01448,16,16,0,16,True
cf-01449,16,16,0,16,True
cf-01450,0,16,0,0,True
cf-01451,1,16,0,1,True
cf-01452,3,16,0,3,True
cf-01453,16,16,0,16,True
cf-01454,0,16,0,0,True
cf-01455,12,16,0,12,True
cf-01456,15,16,0,15,True
cf-01457,16,16,0,16,True
cf-01458,16,16,0,16,True
cf-01459,1,16,0,1,True
cf-01460,16,16,0,16,True
cf-01461,16,16,0,16,True
cf-01462,16,16,0,16,True
cf-01463,1,16,0,1,True
cf-01464,16,16,0,16,True
cf-01465,0,16,0,0,True
cf-01466,0,16,0,0,True
cf-01467,0,16,0,0,True
cf-01468,16,16,0,16,True
cf-01469,0,16,0,0,True
cf-01470,6,16,0,6,True
cf-01471,16,16,0,16,True
cf-01472,14,16,0,14,True
cf-01473,13,16,0,13,True
cf-01474,15,16,0,15,True
cf-01475,0,16,0,0,True
cf-01476,6,16,0,6,True
cf-01477,12,16,0,12,True
cf-01478,16,16,0,16,True
cf-01479,10,16,0,10,True
cf-01480,16,16,0,16,True
cf-01481,10,16,0,10,True
cf-01482,0,16,0,0,True
cf-01483,0,16,0,0,True
cf-01484,16,16,0,16,True
cf-01485,16,16,0,16,True
cf-01486,9,16,0,9,True
cf-01487,11,16,0,11,True
cf-01488,14,16,0,14,True
cf-01489,8,16,0,8,True
cf-01490,10,16,0,10,True
cf-01491,16,16,0,16,True
cf-01492,4,16,0,4,True
cf-01493,14,16,0,14,True
cf-01494,11,16,0,11,True
cf-01495,16,16,0,16,True
cf-01496,16,16,0,16,True
cf-01497,16,16,0,16,True
cf-01498,10,16,0,10,True
cf-01499,11,16,0,11,True
cf-01500,10,16,0,10,True
cf-01501,15,16,0,15,True
cf-01502,1,16,0,1,True
cf-01503,16,16,0,16,True
cf-01504,2,16,0,2,True
cf-01505,15,16,0,15,True
cf-01506,3,16,0,3,True
cf-01507,8,16,0,8,True
cf-01508,16,16,0,16,True
cf-01509,5,16,0,5,True
cf-01510,8,16,0,8,True
cf-01511,16,16,0,16,True
cf-01512,16,16,0,16,True
cf-01513,16,16,0,16,True
cf-01514,16,16,0,16,True
cf-01515,14,16,0,14,True
cf-01516,5,16,0,5,True
cf-01517,15,16,0,15,True
cf-01518,15,16,0,15,True
cf-01519,16,16,0,16,True
cf-01520,8,16,0,8,True
cf-01521,4,16,0,4,True
cf-01522,16,16,0,16,True
cf-01523,0,16,0,0,True
cf-01524,5,16,0,5,True
cf-01525,0,16,0,0,True
cf-01526,16,16,0,16,True
cf-01527,6,16,0,6,True
cf-01528,13,16,0,13,True
cf-01529,14,16,0,14,True
cf-01530,4,16,0,4,True
cf-01531,16,16,0,16,True
cf-01532,5,16,0,5,True
cf-01533,16,16,0,16,True
cf-01534,16,16,0,16,True
cf-01535,12,16,0,12,True
cf-01536,1,16,0,1,True
cf-01537,12,16,0,12,True
cf-01538,12,16,0,12,True
cf-01539,1,16,0,1,True
cf-01540,16,16,0,16,True
cf-01541,0,16,0,0,True
cf-01542,10,16,0,10,True
cf-01543,0,16,0,0,True
cf-01544,16,16,0,16,True
cf-01545,15,16,0,15,True
cf-01546,16,16,0,16,True
cf-01547,15,16,0,15,True
cf-01548,4,16,0,4,True
cf-01549,16,16,0,16,True
cf-01550,15,16,0,15,True
cf-01551,16,16,0,16,True
cf-01552,16,16,0,16,True
cf-01553,11,16,0,11,True
cf-01554,14,16,0,14,True
cf-01555,1,16,0,1,True
cf-01556,0,16,0,0,True
cf-01557,15,16,0,15,True
cf-01558,0,16,0,0,True
cf-01559,0,16,0,0,True
cf-01560,14,16,0,14,True
cf-01561,15,16,0,15,True
cf-01562,16,16,0,16,True
cf-01563,15,16,0,15,True
cf-01564,12,16,0,12,True
cf-01565,8,16,0,8,True
cf-01566,5,16,0,5,True
cf-01567,15,16,0,15,True
cf-01568,14,16,0,14,True
cf-01569,16,16,0,16,True
cf-01570,0,16,0,0,True
cf-01571,11,16,0,11,True
cf-01572,10,16,0,10,True
cf-01573,16,16,0,16,True
cf-01574,10,16,0,10,True
cf-01575,3,16,0,3,True
cf-01576,9,16,0,9,True
cf-01577,13,16,0,13,True
cf-01578,16,16,0,16,True
cf-01579,4,16,0,4,True
cf-01580,16,16,0,16,True
cf-01581,16,16,0,16,True
cf-01582,16,16,0,16,True
cf-01583,14,16,0,14,True
cf-01584,15,16,0,15,True
cf-01585,15,16,0,15,True
cf-01586,12,16,0,12,True
cf-01587,14,16,0,14,True
cf-01588,15,16,0,15,True
cf-01589,16,16,0,16,True
cf-01590,16,16,0,16,True
cf-01591,16,16,0,16,True
cf-01592,3,16,0,3,True
cf-01593,16,16,0,16,True
cf-01594,15,16,0,15,True
cf-01595,16,16,0,16,True
cf-01596,11,16,0,11,True
cf-01597,9,16,0,9,True
cf-01598,3,16,0,3,True
cf-01599,16,16,0,16,True
cf-01600,14,16,0,14,True
cf-01601,15,16,0,15,True
cf-01602,0,16,0,0,True
cf-01603,12,16,0,12,True
cf-01604,16,16,0,16,True
cf-01605,13,16,0,13,True
cf-01606,13,16,0,13,True
cf-01607,5,16,0,5,True
cf-01608,0,16,0,0,True
cf-01609,0,16,0,0,True
cf-01610,0,16,0,0,True
cf-01611,10,16,0,10,True
cf-01612,3,16,0,3,True
cf-01613,0,16,0,0,True
cf-01614,0,16,0,0,True
cf-01615,13,16,0,13,True
cf-01616,16,16,0,16,True
