problem_id,frontier_definition,reference16_correct,se16_loop0_correct,loop1_correct,loop2_correct,loop3_correct_or_blank,first_solved_loop,initial_bucket_ref16,in_ref244,in_run243,source_ck_dir
cf-01454,ref244+run243,0,0,0,0,,,0/16,True,True,outputs/openthoughts114k_codeforces_full_datagen/se16/sh7
cf-01465,ref244+run243,0,0,0,0,0,,0/16,True,True,outputs/openthoughts114k_codeforces_full_datagen/se16/sh3
cf-01466,ref244+run243,0,0,0,0,,,0/16,True,True,outputs/openthoughts114k_codeforces_full_datagen/se16/sh4
cf-01467,ref244+run243,0,0,0,0,,,0/16,True,True,outputs/openthoughts114k_codeforces_full_datagen/se16/redo_sh1
cf-01469,ref244+run243,0,0,0,0,,,0/16,True,True,outputs/openthoughts114k_codeforces_full_datagen/se16/redo_sh2
cf-01475,ref244+run243,0,0,0,0,0,,0/16,True,True,outputs/openthoughts114k_codeforces_full_datagen/se16/sh2
cf-01482,ref244+run243,0,0,0,0,,,0/16,True,True,outputs/openthoughts114k_codeforces_full_datagen/se16/sh7
cf-01483,ref244+run243,0,0,3,3,,1,0/16,True,True,outputs/openthoughts114k_codeforces_full_datagen/se16/sh8
cf-01523,ref244+run243,0,0,0,0,,,0/16,True,True,outputs/openthoughts114k_codeforces_full_datagen/se16/sh7
cf-01525,ref244+run243,0,0,0,0,,,0/16,True,True,outputs/openthoughts114k_codeforces_full_datagen/se16/sh0
cf-01541,ref244+run243,0,0,0,0,0,,0/16,True,True,outputs/openthoughts114k_codeforces_full_datagen/se16/sh2
cf-01543,ref244+run243,0,0,0,0,,,0/16,True,True,outputs/openthoughts114k_codeforces_full_datagen/se16/sh4
cf-01556,ref244+run243,0,0,0,0,0,,0/16,True,True,outputs/openthoughts114k_codeforces_full_datagen/se16/sh3
cf-01558,ref244+run243,0,0,2,4,,1,0/16,True,True,outputs/openthoughts114k_codeforces_full_datagen/se16/redo_sh2
cf-01559,ref244+run243,0,0,0,0,,,0/16,True,True,outputs/openthoughts114k_codeforces_full_datagen/se16/redo_sh3
cf-01570,ref244+run243,0,0,0,0,,,0/16,True,True,outputs/openthoughts114k_codeforces_full_datagen/se16/redo_sh4
cf-01602,ref244+run243,0,0,0,0,,,0/16,True,True,outputs/openthoughts114k_codeforces_full_datagen/se16/sh0
cf-01608,ref244+run243,0,0,0,0,,,0/16,True,True,outputs/openthoughts114k_codeforces_full_datagen/se16/redo_sh0
cf-01609,ref244+run243,0,0,0,0,,,0/16,True,True,outputs/openthoughts114k_codeforces_full_datagen/se16/redo_sh1
cf-01610,ref244+run243,0,0,0,0,,,0/16,True,True,outputs/openthoughts114k_codeforces_full_datagen/se16/sh7
cf-01613,ref244+run243,0,0,0,0,,,0/16,True,True,outputs/openthoughts114k_codeforces_full_datagen/se16/sh1
cf-01614,ref244+run243,0,0,0,0,0,,0/16,True,True,outputs/openthoughts114k_codeforces_full_datagen/se16/sh2
